Draw;g;r;pb;z
2121;1.0;3.0;1.4;-8.0
2122;1.5;3.3;0.0;18.9
2123;-0.7;2.4;0.1;-11.5
2124;-1.0;2.2;2.3;-5.2
2125;2.0;3.3;2.6;-3.3
2126;2.4;2.2;3.3;-5.6
2127;0.3;2.7;-1.1;-5.0
2128;0.4;2.5;3.0;0.2
2129;1.8;2.7;0.1;-7.8
2130;0.0;2.3;0.8;-5.5
2131;2.5;2.1;1.0;-21.6
2132;-1.6;2.9;1.6;-0.8
2133;-4.0;2.1;0.8;-2.8
2134;-4.3;2.2;0.4;-16.6
2135;-0.9;2.4;2.3;-15.5
2136;-0.9;2.9;1.5;13.0
2137;-1.6;2.3;-0.7;-5.4
2138;-0.6;1.9;1.6;-1.0
2139;0.6;2.7;0.6;-5.2
2140;-0.3;2.7;1.3;-13.1
2141;4.3;1.9;3.0;-24.2
2142;2.3;3.2;0.9;10.6
2143;1.9;2.3;-0.1;8.7
2144;-1.5;1.9;0.5;-8.8
2145;-0.6;2.9;0.4;17.7
2146;0.0;3.2;1.3;-7.1
2147;0.1;2.2;0.2;-4.9
2148;-1.0;2.3;2.3;-1.1
2149;-2.9;2.2;0.9;5.5
2150;0.0;2.5;1.4;-13.8
2151;-0.1;2.2;2.2;-10.9
2152;-3.5;2.1;0.7;-10.4
2153;-4.8;2.9;-0.5;16.2
2154;-3.3;2.5;2.1;-10.8
2155;-1.1;1.6;1.4;-14.6
2156;2.3;2.7;2.5;1.0
2157;-1.0;3.1;-1.6;1.6
2158;-3.5;3.0;0.2;9.1
2159;-1.4;3.0;-2.2;5.7
2160;0.1;2.7;-0.1;6.2
2161;0.2;1.6;4.5;-27.2
2162;1.1;2.6;1.8;-1.1
2163;-0.3;2.0;-0.2;-18.5
2164;3.7;2.7;0.8;-4.3
2165;-1.2;2.7;-0.2;4.9
2166;-0.6;3.3;0.6;9.7
2167;1.2;2.1;3.5;-15.8
2168;1.9;1.7;3.2;-16.1
2169;1.1;2.8;0.9;-1.7
2170;0.4;2.5;1.6;-12.3
2171;1.3;2.5;1.7;-9.3
2172;2.7;2.7;1.2;-2.1
2173;-1.6;4.1;-1.1;31.2
2174;-2.0;2.2;1.3;-4.0
2175;-1.2;2.0;0.5;-14.0
2176;2.1;2.5;1.7;-0.7
2177;-1.4;2.1;-0.3;-11.2
2178;-2.1;2.0;0.7;-6.9
2179;0.2;2.4;0.2;-16.1
2180;-4.3;1.9;1.5;-5.4
2181;-2.2;1.4;0.7;-27.0
2182;1.6;2.2;2.1;-10.4
2183;4.4;2.8;0.8;7.2
2184;-1.3;2.3;0.2;-4.8
2185;-1.1;2.0;2.2;6.9
2186;-2.8;1.9;1.6;3.2
2187;-0.6;2.4;0.5;-11.2
2188;-5.1;2.1;1.1;-13.7
2189;-1.7;2.4;1.0;-0.7
2190;0.5;2.4;1.6;-5.8
2191;0.6;2.6;-1.0;2.2
2192;0.5;2.8;0.3;6.0
2193;-0.7;2.1;4.3;-2.0
2194;0.0;3.3;0.0;14.8
2195;2.0;2.4;-0.3;-11.7
2196;3.8;1.9;3.0;-24.9
2197;-2.3;2.7;1.3;11.5
2198;1.2;2.4;1.4;-1.4
2199;-0.1;3.3;0.5;12.2
2200;1.0;3.4;0.3;5.0
2201;2.0;2.3;1.9;-17.8
2202;0.3;3.1;-0.3;18.5
2203;4.5;3.2;1.0;9.9
2204;5.8;2.6;2.6;-15.0
2205;0.2;1.3;2.8;-20.1
2206;-2.9;2.2;1.9;-7.4
2207;-0.1;1.9;3.0;-8.7
2208;0.6;2.5;2.2;-10.8
2209;-1.5;2.4;2.4;-0.6
2210;0.8;1.3;1.9;-21.6
2211;2.0;3.3;1.5;8.1
2212;-0.1;3.1;0.5;2.6
2213;1.2;2.4;1.0;-11.7
2214;-3.7;2.0;0.5;-8.8
2215;1.0;2.8;1.0;-2.3
2216;-4.3;2.0;2.2;-12.1
2217;2.9;2.7;2.6;-7.8
2218;2.1;3.5;0.8;0.0
2219;1.5;2.5;3.9;2.7
2220;2.7;3.1;1.5;-0.8
2221;0.6;3.0;1.2;13.7
2222;-0.4;2.7;-1.1;-5.3
2223;0.7;2.4;2.7;-1.6
2224;4.9;2.8;1.9;2.0
2225;2.3;3.2;-0.8;7.7
2226;-2.5;2.1;2.4;-6.7
2227;1.7;3.1;-0.9;12.3
2228;-1.3;1.6;1.9;-26.1
2229;-2.0;3.2;3.3;7.6
2230;2.3;2.5;-0.1;-1.1
2231;-3.0;1.5;1.2;-25.1
2232;1.6;2.3;2.9;-15.9
2233;2.7;1.6;3.1;-32.5
2234;-2.2;2.8;0.8;0.2
2235;-0.3;3.4;0.4;10.9
2236;5.6;3.1;1.7;-4.2
2237;2.7;2.1;0.1;-6.6
2238;1.5;2.8;1.0;-3.5
2239;-0.1;1.5;2.3;-19.5
2240;-0.4;3.2;1.5;5.9
2241;-3.0;1.9;1.2;6.4
2242;0.1;2.1;1.3;1.0
2243;-2.0;1.4;1.7;-33.2
2244;-3.8;3.5;-0.2;14.9
2245;1.6;2.6;1.9;-6.4
2246;1.6;2.6;1.8;-3.2
2247;1.4;2.2;2.0;-11.0
2248;-0.9;2.4;0.9;-4.7
2249;6.2;2.9;2.7;-7.5
2250;-5.0;1.8;1.5;-8.9
2251;-3.1;2.3;1.1;-3.0
2252;0.8;2.7;0.5;-1.8
2253;-1.4;2.6;-1.5;3.6
2254;-1.1;2.7;0.8;-5.0
2255;1.7;3.1;1.9;-1.2
2256;2.6;2.2;1.4;-10.4
2257;3.4;2.5;1.2;-7.2
2258;1.3;2.4;2.1;-6.4
2259;-2.5;2.5;0.4;12.0
2260;-1.3;2.2;1.8;1.5
2261;6.3;2.8;1.2;-6.8
2262;1.0;2.3;1.9;-4.4
2263;1.5;2.4;1.3;-7.5
2264;-0.9;2.9;2.1;6.8
2265;-2.3;2.9;1.4;2.9
2266;3.4;2.3;1.8;-18.1
2267;-2.1;2.5;-1.6;10.7
2268;3.6;2.8;0.0;-2.4
2269;-3.7;2.3;-0.1;4.3
2270;-1.7;2.3;2.3;5.0
2271;2.0;2.3;2.5;-16.5
2272;2.1;1.7;0.6;-19.7
2273;-0.6;2.6;3.2;-6.2
2274;-1.4;2.4;2.4;-0.1
2275;2.8;2.3;3.5;-11.2
2276;-1.3;1.7;1.5;-15.8
2277;1.4;2.9;1.6;-4.4
2278;3.1;2.3;1.4;-17.4
2279;-3.0;1.2;2.1;-25.4
2280;-0.3;2.6;1.6;-3.8
2281;1.4;3.4;0.4;23.1
2282;0.4;2.4;0.1;-5.7
2283;-2.9;2.4;0.1;8.1
2284;-3.4;1.7;0.7;-13.0
2285;-2.3;2.4;2.8;1.0
2286;4.0;1.9;3.4;-34.6
2287;0.8;2.6;2.3;5.0
2288;2.1;2.1;2.0;-11.6
2289;4.7;3.0;2.4;-1.6
2290;4.9;3.0;1.5;-7.3
2291;1.4;3.0;1.7;7.3
2292;0.1;2.7;2.7;-9.6
2293;-3.2;2.7;2.3;5.1
2294;-1.2;2.6;2.0;2.1
2295;2.4;3.0;0.1;7.8
2296;1.2;2.5;1.5;-3.9
2297;-1.8;2.9;-1.3;14.2
2298;-3.7;2.6;0.1;-9.2
2299;-0.5;2.4;2.0;-5.0
2300;2.7;3.1;0.8;-0.2
2301;-0.5;2.4;1.4;-0.6
2302;0.3;2.7;0.0;-1.1
2303;2.2;3.1;3.0;-1.5
2304;0.5;2.0;0.4;-18.2
2305;2.2;2.6;1.9;-13.2
2306;4.2;3.5;0.2;8.3
2307;-0.3;2.6;1.8;3.6
2308;-1.2;2.0;0.8;-23.8
2309;-0.3;2.1;1.9;-18.4
2310;0.7;3.5;1.6;21.8
2311;-2.9;2.6;0.7;7.2
2312;-2.5;2.5;0.4;-13.9
2313;1.4;2.9;0.4;11.5
2314;0.2;2.8;2.6;-2.9
2315;-1.0;1.9;0.4;-16.7
2316;-1.7;2.4;1.8;-3.4
2317;0.6;1.7;3.2;-15.9
2318;0.6;3.0;0.8;7.1
2319;-0.7;2.5;0.9;-9.6
2320;-0.6;2.3;1.8;-0.5
2321;-0.6;2.3;1.7;-4.7
2322;-4.9;2.0;2.1;-10.9
2323;4.8;2.9;0.4;1.9
2324;-0.9;1.9;0.0;-15.3
2325;-4.2;2.0;0.7;-10.8
2326;0.4;3.0;0.6;7.0
2327;5.6;2.1;0.6;-5.4
2328;0.6;2.0;3.0;-5.7
2329;-0.9;2.4;1.6;-10.1
2330;-0.3;2.6;-0.9;-0.5
2331;0.1;2.7;1.3;5.7
2332;4.1;2.9;4.1;-4.9
2333;-0.8;2.5;1.9;2.9
2334;1.4;3.3;2.4;-1.3
2335;0.2;2.9;0.1;-1.6
2336;1.1;2.3;-0.9;-2.0
2337;-1.9;1.9;2.9;-11.6
2338;0.6;2.6;1.8;-7.1
2339;1.4;3.5;-0.4;13.4
2340;2.2;2.1;2.9;-10.4
2341;1.3;2.5;1.4;2.6
2342;-0.3;3.1;1.3;7.0
2343;-3.4;2.6;-0.4;8.1
2344;-0.5;3.1;0.9;4.6
2345;-3.6;1.6;-1.2;-15.6
2346;-1.3;1.8;1.1;-18.8
2347;1.1;2.8;0.1;-8.8
2348;-1.8;3.4;-0.7;10.5
2349;0.3;2.5;0.6;2.1
2350;6.4;2.9;0.9;4.5
2351;1.6;3.3;1.2;17.0
2352;-0.8;2.9;2.3;7.3
2353;-0.8;2.9;2.1;-13.8
2354;2.2;2.0;2.5;-19.1
2355;0.0;2.5;0.7;-0.1
2356;-1.8;2.9;0.8;5.1
2357;2.7;2.4;1.9;-13.6
2358;-0.3;2.6;0.1;5.6
2359;0.4;2.7;0.9;-10.7
2360;1.9;3.3;0.4;3.0
2361;1.7;2.8;1.7;-7.0
2362;-3.4;2.4;-1.0;0.3
2363;-3.2;2.5;0.2;-7.3
2364;-2.1;2.0;3.3;-9.5
2365;0.3;2.6;0.8;-4.1
2366;-3.4;1.3;0.3;-15.0
2367;0.0;2.8;-0.6;13.5
2368;-1.8;1.8;1.9;-19.8
2369;0.5;3.4;-0.4;9.7
2370;4.2;3.1;1.5;-0.6
2371;0.8;3.0;2.5;7.9
2372;3.0;3.3;-0.7;7.3
2373;2.0;3.0;1.1;3.7
2374;-1.9;2.1;-0.4;-14.8
2375;-2.9;3.0;2.6;4.7
2376;0.2;2.0;2.1;-22.0
2377;0.4;2.7;1.1;-1.2
2378;1.8;2.8;1.4;-4.4
2379;-1.2;2.4;0.3;-8.6
2380;0.2;2.0;3.0;-20.5
2381;-0.4;2.9;1.1;12.5
2382;-2.9;2.1;1.5;-17.9
2383;-1.6;2.2;0.2;-4.6
2384;3.8;2.6;1.6;-9.9
2385;-1.4;2.1;1.0;-2.9
2386;1.5;2.5;1.1;-9.0
2387;0.5;2.5;-0.2;-9.5
2388;5.9;2.7;2.2;-17.9
2389;2.0;2.8;0.4;0.6
2390;4.6;2.6;2.1;-0.4
2391;0.5;3.3;0.4;9.2
2392;0.3;2.4;1.4;-11.7
2393;1.5;3.0;0.9;0.2
2394;0.8;2.6;0.6;4.2
2395;0.7;1.9;2.8;-13.5
2396;1.4;2.7;2.7;-0.7
2397;-1.4;3.4;-2.2;18.7
2398;-0.7;2.6;2.0;-8.7
2399;2.2;2.8;2.1;5.5
2400;0.7;3.0;1.1;-1.4
2401;2.2;2.4;2.6;-14.0
2402;-3.4;2.9;1.3;-1.9
2403;-2.3;2.1;-0.7;-4.3
2404;0.9;2.0;1.4;-24.6
2405;2.5;2.4;3.3;-12.0
2406;-1.6;2.2;0.2;-2.4
2407;-0.2;2.3;2.9;-8.7
2408;0.6;2.7;0.1;-0.6
2409;-0.2;1.9;1.5;-1.1
2410;-3.0;2.6;1.2;-8.1
2411;1.7;2.3;1.5;-0.9
2412;2.0;2.3;3.1;-16.8
2413;2.4;2.7;1.9;-9.3
2414;1.8;2.5;-0.3;-1.7
2415;-0.9;2.7;-1.4;0.8
2416;-0.8;2.6;1.2;-2.4
2417;-0.1;3.1;-0.2;6.2
2418;-1.7;2.8;1.7;1.6
2419;-3.4;2.1;-1.6;-2.0
2420;2.7;2.9;1.2;7.8
2421;1.5;2.1;1.8;-6.7
2422;-0.1;2.6;1.5;-6.9
2423;-0.2;2.4;0.3;-16.9
2424;-4.2;1.8;2.6;-5.7
2425;-1.4;1.9;0.3;-13.0
2426;-0.8;2.1;-0.7;-11.2
2427;4.2;2.4;0.7;-14.3
2428;-3.0;2.3;0.2;-8.0
2429;-0.3;2.9;1.2;-1.5
2430;3.2;3.1;1.3;-0.9
2431;3.2;2.7;0.7;-6.1
2432;-1.1;1.9;0.8;-21.3
2433;-1.8;2.0;2.0;-0.2
2434;2.0;2.4;0.1;-5.9
2435;-0.1;2.8;-0.9;10.9
2436;0.4;2.9;1.7;-5.0
2437;-0.6;2.8;0.4;2.5
2438;-2.3;2.0;2.6;-12.6
2439;1.8;2.4;2.4;-11.2
2440;5.5;2.6;4.3;-15.8
2441;-3.2;2.7;0.1;0.3
2442;-1.3;2.9;0.5;-2.7
2443;-0.8;2.7;-0.1;18.2
2444;-0.4;2.5;2.1;4.1
2445;0.2;2.6;1.4;6.8
2446;-2.5;2.4;1.5;-7.0
2447;-0.1;2.5;1.8;-3.3
2448;-2.3;2.2;1.9;-10.7
2449;-0.6;2.1;3.4;-9.9
2450;-0.6;2.0;-0.8;-7.1
2451;2.2;2.7;1.1;2.3
2452;-3.1;2.6;1.8;6.0
2453;-1.4;2.5;1.4;-8.4
2454;-2.8;2.5;1.3;-1.1
2455;0.6;3.8;0.3;24.9
2456;1.9;2.5;3.5;-5.7
2457;0.8;2.5;1.8;-8.3
2458;-0.4;2.7;1.8;0.6
2459;2.4;2.9;0.9;-7.0
2460;-1.1;2.7;-0.6;5.2
2461;-4.3;2.4;-0.3;-0.6
2462;-0.4;2.1;1.3;-8.9
2463;0.5;2.9;1.7;-1.1
2464;-2.8;2.6;0.6;-3.3
2465;7.0;3.1;2.3;-10.6
2466;2.8;3.2;2.1;-3.3
2467;-1.4;2.0;1.5;-7.1
2468;-2.0;2.6;1.8;-2.7
2469;-0.6;2.5;2.0;-5.4
2470;-0.8;1.9;3.0;-8.2
2471;1.5;1.7;1.1;-15.4
2472;4.0;3.3;1.4;14.0
2473;-3.1;1.9;1.9;-9.5
2474;-0.5;2.6;0.2;-1.6
2475;3.5;3.1;1.3;-0.5
2476;0.6;2.8;0.2;2.5
2477;1.6;3.0;3.1;-4.5
2478;0.5;3.0;0.6;4.1
2479;-1.9;1.9;1.2;6.7
2480;-2.3;2.8;-1.0;2.7
2481;-3.2;2.3;1.2;-0.6
2482;2.9;3.5;1.7;8.0
2483;0.1;1.9;1.9;-23.8
2484;5.5;2.8;1.8;-9.0
2485;-0.5;2.3;1.3;-14.6
2486;0.3;3.1;0.0;2.7
2487;-3.1;2.1;0.8;-9.6
2488;5.7;3.3;2.0;1.8
2489;-4.0;2.2;-0.5;-0.1
2490;-1.7;2.0;0.1;-10.3
2491;-1.8;3.8;0.0;32.2
2492;-1.4;1.6;1.8;-7.4
2493;-1.4;2.6;2.2;-2.9
2494;-5.4;2.7;0.7;6.9
2495;0.1;2.1;0.9;-9.3
2496;1.6;2.9;1.8;0.9
2497;1.5;2.0;2.5;-16.6
2498;3.1;2.8;1.2;-1.8
2499;-3.3;2.2;0.7;-8.6
2500;-1.3;2.3;-1.0;-5.0
2501;0.2;2.9;1.2;-2.6
2502;-0.5;3.0;1.2;12.6
2503;-4.3;2.1;-1.2;-2.6
2504;-0.9;2.9;2.2;7.6
2505;2.4;2.8;0.1;1.3
2506;0.3;2.4;1.4;-2.9
2507;3.5;2.6;2.2;0.2
2508;0.1;2.3;3.7;-9.8
2509;0.6;2.7;0.8;-4.4
2510;1.6;3.3;0.8;5.1
2511;-1.9;2.2;0.1;-7.1
2512;0.1;3.0;1.3;-15.1
2513;0.8;2.5;1.6;-5.8
2514;2.8;2.7;0.4;0.4
2515;-6.3;2.1;-0.6;8.2
2516;-2.3;2.7;2.3;-0.6
2517;-0.5;2.5;1.1;-4.9
2518;0.0;2.7;1.1;9.0
2519;4.8;3.1;0.7;2.8
2520;-0.6;2.4;0.6;-0.1
2521;-3.1;3.0;0.0;3.4
2522;0.6;2.9;1.2;8.2
2523;3.6;3.0;1.1;2.7
2524;0.0;1.7;1.7;-11.0
2525;-1.7;2.3;2.2;-12.0
2526;0.0;3.3;2.0;1.8
2527;-0.7;2.6;0.1;9.6
2528;2.6;3.1;0.5;2.8
2529;2.2;2.8;1.4;2.9
2530;2.6;2.6;0.9;-10.8
2531;-0.9;2.1;0.4;-17.8
2532;-0.2;2.2;0.8;1.1
2533;1.1;2.8;2.3;-1.7
2534;-1.5;3.2;-0.5;1.2
2535;-3.3;2.1;0.6;-10.5
2536;-1.8;2.2;0.8;-6.0
2537;2.2;2.5;-0.1;-15.3
2538;3.2;2.4;-0.2;-11.8
2539;-1.0;2.8;1.0;6.7
2540;-0.4;2.2;0.0;-0.1
2541;1.0;2.2;1.2;-8.3
2542;-1.9;2.3;0.6;5.3
2543;-0.7;2.5;1.4;-9.3
2544;4.0;3.2;1.3;6.7
2545;2.1;2.1;2.3;-6.4
2546;2.6;3.5;0.7;3.1
2547;0.8;2.8;0.8;-10.4
2548;-1.5;2.4;2.3;2.8
2549;-3.4;1.3;1.5;-10.9
2550;-1.7;1.8;1.2;-3.2
2551;-1.9;2.4;1.4;10.8
2552;1.2;2.1;1.3;-2.7
2553;-1.9;2.4;1.4;-2.9
2554;-1.5;2.4;0.7;-3.9
2555;1.7;2.4;2.5;-7.0
2556;0.4;2.4;1.2;-17.2
2557;-5.1;2.2;-0.5;4.4
2558;5.4;3.4;1.8;-1.5
2559;-0.5;2.5;2.2;-1.1
2560;-2.9;1.6;0.4;-15.9
2561;1.5;2.9;-0.6;-4.6
2562;0.4;2.2;1.6;-4.2
2563;-0.4;2.7;1.6;-4.8
2564;-0.5;2.9;1.4;5.1
2565;2.0;2.8;1.7;-4.8
2566;1.8;2.0;2.3;-4.7
2567;-0.1;3.6;0.9;11.0
2568;2.9;2.5;1.7;-12.3
2569;-0.8;2.8;1.7;11.0
2570;1.2;1.9;1.6;-22.2
2571;1.5;2.6;0.5;-0.3
2572;-0.5;2.5;0.0;5.6
2573;3.9;3.2;1.7;9.2
2574;3.0;2.7;-0.7;1.2
2575;-1.4;2.4;0.6;7.0
2576;-1.1;1.9;0.8;-14.4
2577;-5.1;2.6;-0.8;11.1
2578;-0.6;1.9;1.6;-19.2
2579;3.5;3.0;2.2;-2.9
2580;-4.8;1.6;3.0;-10.6
2581;0.5;2.5;1.4;12.8
2582;-0.9;1.5;0.3;-21.5
2583;-1.3;2.7;-0.4;1.6
2584;-0.9;3.1;1.5;6.1
2585;2.9;2.3;0.2;-8.3
2586;3.2;3.5;1.0;10.5
2587;1.9;1.9;1.5;-8.1
2588;-1.1;2.8;3.4;-5.8
2589;1.0;3.0;2.4;-6.8
2590;-1.6;2.2;2.6;-9.5
2591;0.6;2.2;0.3;-7.2
2592;-0.3;3.3;-0.7;13.8
2593;0.1;2.4;2.6;-1.2
2594;0.4;3.5;0.4;18.7
2595;2.3;1.8;3.2;-22.6
2596;1.4;2.9;1.9;-1.4
2597;1.6;3.6;-0.2;7.6
2598;-3.8;3.0;1.2;3.1
2599;1.9;3.1;1.5;-8.0
2600;0.5;2.3;0.9;-1.6
2601;2.6;2.8;2.3;-4.4
2602;-1.0;2.4;1.5;-1.3
2603;0.0;2.4;0.4;-7.5
2604;-2.0;1.6;0.9;-15.8
2605;0.3;2.9;0.9;-8.8
2606;-0.4;2.1;2.9;-8.1
2607;-3.8;3.0;0.5;11.0
2608;0.6;2.4;0.9;-6.8
2609;1.0;2.5;2.4;-16.0
2610;-1.5;2.0;2.1;4.6
2611;2.9;3.0;0.7;13.4
2612;-1.8;2.5;1.3;-14.2
2613;6.3;3.4;1.8;10.0
2614;0.8;2.7;0.6;4.3
2615;1.8;2.7;0.5;6.6
2616;1.8;3.1;-0.4;-1.5
2617;-1.0;2.2;1.0;-17.3
2618;1.1;2.5;1.6;-2.5
2619;-1.1;2.6;2.6;-5.5
2620;-1.3;2.7;2.4;3.2
2621;-1.0;2.6;2.1;-3.0
2622;-3.9;2.3;2.2;-3.8
2623;-0.6;2.5;0.6;-11.4
2624;-3.6;2.5;0.8;-6.9
2625;-1.2;2.7;2.0;2.1
2626;-0.8;3.0;0.4;2.2
2627;0.6;2.7;0.8;6.8
2628;0.4;2.3;-0.3;-11.1
2629;-0.6;2.4;0.5;-15.8
2630;-1.9;2.7;2.6;12.7
2631;-1.0;2.6;0.2;4.7
2632;1.0;2.4;4.1;-6.2
2633;-0.1;2.5;0.1;3.0
2634;-1.2;3.1;-0.9;5.0
2635;-1.0;2.1;0.8;-8.3
2636;-3.8;1.5;1.7;-13.6
2637;0.7;2.5;0.7;-2.2
2638;0.0;2.5;0.2;-6.9
2639;-1.6;2.1;0.8;-3.4
2640;2.3;2.8;1.3;-0.9
2641;-0.9;2.4;0.7;-7.4
2642;1.4;2.4;2.4;-1.1
2643;-0.2;1.4;2.0;-30.9
2644;0.9;2.3;0.9;-12.3
2645;-2.0;2.3;0.8;-10.6
2646;-0.1;2.2;0.5;-19.4
2647;-5.2;2.8;-1.5;11.8
2648;-2.7;2.9;2.6;2.6
2649;-0.7;2.1;0.5;1.7
2650;0.2;2.4;0.4;-2.4
2651;-1.0;2.2;1.5;-8.3
2652;0.6;2.4;0.6;-3.6
2653;-5.5;1.9;-0.3;-3.9
2654;1.0;1.7;3.7;-18.1
2655;0.9;2.5;4.0;-15.3
2656;0.1;3.5;-1.2;15.7
2657;4.0;3.3;1.2;12.0
2658;0.7;3.2;0.7;14.5
2659;1.7;2.6;0.9;-13.0
2660;-3.4;2.5;1.4;0.2
2661;2.6;2.8;0.1;-2.5
2662;-5.0;2.5;1.3;-4.1
2663;-0.4;2.9;1.8;10.7
2664;5.0;2.1;2.0;-10.1
2665;-2.4;2.7;0.0;-1.0
2666;-4.0;2.7;0.8;7.5
2667;-0.7;3.3;0.6;18.3
2668;1.7;2.8;-0.6;3.7
2669;-1.4;1.7;0.6;-12.6
2670;0.9;2.6;3.0;-0.9
2671;-2.3;2.3;1.6;-10.4
2672;-1.1;2.0;1.5;-10.2
2673;4.2;2.5;3.8;-12.4
2674;-0.5;3.0;1.5;0.2
2675;-0.5;2.2;0.6;-14.3
2676;4.0;3.3;2.2;2.2
2677;-0.4;2.2;2.0;0.1
2678;2.0;2.7;1.6;-1.0
2679;3.7;2.2;1.3;-12.9
2680;1.4;1.3;1.4;-27.4
2681;0.9;2.6;1.5;-18.9
2682;2.6;2.7;1.3;-9.9
2683;1.2;3.3;1.3;5.4
2684;3.6;2.5;1.1;-13.4
2685;-1.3;2.9;0.4;4.4
2686;0.8;2.5;1.1;3.1
2687;2.6;2.1;0.2;-4.6
2688;-1.2;2.1;1.9;-15.8
2689;-1.2;2.9;1.4;11.1
2690;-0.6;3.0;-0.7;6.5
2691;1.5;3.0;1.8;7.2
2692;-1.7;2.4;0.3;8.1
2693;1.1;2.4;2.8;-15.6
2694;-2.8;2.4;-2.3;12.3
2695;-0.8;1.9;0.3;-26.2
2696;-2.9;2.6;0.4;1.8
2697;-0.6;2.7;0.2;6.8
2698;-1.0;2.4;1.7;-4.3
2699;0.7;2.3;4.3;-4.8
2700;1.0;2.2;0.8;-11.8
2701;-3.2;2.2;0.8;-7.7
2702;-1.0;2.1;0.0;-1.5
2703;-2.8;2.7;1.6;-2.3
2704;1.9;2.7;0.4;-5.2
2705;-0.1;2.5;1.7;-7.2
2706;1.2;2.4;2.0;-4.1
2707;1.9;2.4;1.2;-16.2
2708;-2.5;2.4;-1.4;0.3
2709;-2.6;2.3;1.3;-4.2
2710;-1.2;2.2;1.2;-0.2
2711;0.2;2.7;0.8;5.6
2712;0.8;2.8;1.1;6.6
2713;-0.1;2.0;3.2;-10.8
2714;0.2;2.9;1.3;-1.0
2715;4.0;2.9;0.7;6.5
2716;1.0;2.3;1.0;-21.2
2717;1.4;2.3;-0.2;-5.8
2718;-0.8;2.6;-0.1;-4.1
2719;1.4;2.2;3.2;-9.9
2720;1.3;2.4;0.2;1.2
2721;3.0;2.1;2.1;-3.5
2722;-3.7;2.4;1.0;7.8
2723;0.3;3.2;1.8;5.9
2724;-2.9;2.5;1.9;10.2
2725;-1.2;2.1;2.4;-6.9
2726;-1.9;2.2;0.7;-2.8
2727;-0.6;2.6;1.5;4.9
2728;-2.0;2.0;1.4;-18.6
2729;-0.1;1.9;2.6;-10.7
2730;-0.6;2.4;0.6;-12.9
2731;5.7;2.8;2.8;-2.8
2732;-2.2;2.4;1.2;-1.5
2733;0.1;2.6;0.2;-3.1
2734;-1.7;2.5;1.5;1.6
2735;2.7;2.9;1.3;-2.4
2736;0.3;3.3;-0.6;3.7
2737;2.6;2.3;5.6;-8.4
2738;4.5;3.0;2.4;-2.7
2739;2.9;2.7;1.6;-6.7
2740;-0.6;2.8;-1.1;2.2
2741;0.7;2.9;0.6;3.0
2742;-1.0;3.2;-0.6;14.0
2743;-2.8;2.2;-3.0;-2.1
2744;-2.6;3.2;-0.4;17.5
2745;-0.7;2.6;-1.0;4.5
2746;-5.8;1.4;-1.8;-6.3
2747;0.2;2.0;0.5;-10.2
2748;0.3;1.7;1.9;-14.3
2749;1.5;2.0;0.6;-17.2
2750;-1.5;2.6;1.7;6.8
2751;-3.2;1.7;2.0;-27.6
2752;2.1;2.9;2.6;0.1
2753;2.6;3.2;1.0;8.1
2754;2.4;3.3;0.7;6.0
2755;3.1;3.0;1.4;-4.4
2756;0.4;2.1;-0.2;-8.2
2757;-1.1;1.9;1.2;-16.1
2758;6.4;3.5;-0.5;11.0
2759;0.8;1.9;1.3;-14.5
2760;3.6;3.0;0.3;2.0
2761;-2.2;2.0;-0.2;-13.6
2762;-1.5;2.0;1.4;-2.8
2763;1.1;2.7;2.4;-9.8
2764;-0.4;3.1;0.7;17.9
2765;-0.2;2.3;1.3;4.2
2766;-0.8;2.2;2.2;-5.7
2767;-0.2;2.8;2.0;-3.2
2768;1.3;3.0;0.8;1.6
2769;-2.0;2.1;0.4;-10.1
2770;-0.6;2.5;0.4;0.4
2771;1.2;3.0;0.6;5.4
2772;1.7;2.9;1.2;1.0
2773;1.7;2.5;1.5;-5.1
2774;-0.8;2.5;2.7;-10.5
2775;-2.6;2.0;1.3;-3.2
2776;-0.9;2.6;-0.7;3.9
2777;-2.8;2.5;1.8;-3.3
2778;2.7;2.3;1.8;-15.9
2779;-0.3;2.3;0.2;-9.5
2780;-3.7;2.7;0.6;8.5
2781;-1.9;2.7;0.5;0.2
2782;-0.1;2.2;0.8;4.1
2783;1.7;3.3;-1.6;21.1
2784;-3.1;2.3;1.9;-5.7
2785;2.9;3.1;1.3;2.7
2786;-3.4;2.2;0.5;-1.9
2787;2.6;3.5;0.5;19.5
2788;-2.9;2.3;2.0;-9.1
2789;-2.6;2.7;0.1;2.4
2790;-3.2;2.0;1.4;-1.9
2791;2.6;3.4;-0.1;14.9
2792;-5.3;2.2;0.8;1.0
2793;-2.2;3.1;1.6;7.7
2794;2.5;2.6;1.9;1.9
2795;-3.1;2.4;0.5;-11.1
2796;-0.7;2.5;-0.1;-0.5
2797;-3.8;2.6;1.0;0.7
2798;0.5;2.5;0.3;-0.8
2799;-0.5;2.8;1.2;2.3
2800;-1.5;2.8;1.2;9.4
2801;-0.1;2.5;1.7;-4.8
2802;0.4;2.1;1.5;-12.9
2803;1.3;2.4;0.6;-9.4
2804;4.4;2.5;2.1;-6.4
2805;2.4;2.7;2.7;-10.6
2806;1.3;3.0;-0.1;6.0
2807;4.0;3.2;2.5;-1.8
2808;1.7;2.2;-0.2;-7.9
2809;1.0;2.5;1.6;-16.2
2810;0.3;3.0;1.9;-3.4
